age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
35,management,married,secondary,674,0,0,cellular,87,-1,0,other,8-aug
53,admin.,divorced,secondary,-163,1,0,cellular,344,343,2,other,17-apr
60,management,married,secondary,358,0,0,unknown,74,-1,0,other,18-jun
35,services,single,secondary,143,1,1,cellular,68,369,2,other,13-may
28,self-employed,married,tertiary,232,1,1,cellular,219,-1,0,other,20-apr
38,services,divorced,secondary,49,1,0,cellular,43,367,2,success,18-may
37,blue-collar,married,secondary,1818,1,0,unknown,193,-1,0,other,20-jun
38,technician,married,secondary,1,1,0,cellular,57,199,1,success,21-nov
31,management,married,tertiary,156,0,0,cellular,77,-1,0,other,20-aug
30,technician,married,secondary,239,1,0,cellular,58,150,10,failure,20-apr
29,services,divorced,secondary,84,1,0,cellular,1101,-1,0,other,13-apr
35,management,married,tertiary,2461,0,0,cellular,205,81,4,other,15-jun
36,management,married,tertiary,222,1,0,cellular,317,169,2,failure,6-may
39,housemaid,married,primary,1146,1,0,telephone,364,-1,0,other,10-jul
60,housemaid,married,primary,517,0,0,unknown,1178,-1,0,other,12-jun
42,blue-collar,married,secondary,-21,0,0,unknown,377,-1,0,other,2-jun
66,retired,married,secondary,2326,0,1,cellular,232,181,1,success,18-feb
44,services,single,secondary,106,0,0,unknown,109,-1,0,other,12-jun
49,blue-collar,married,secondary,-327,1,0,cellular,423,-1,0,other,7-may
60,blue-collar,married,primary,2147,0,0,telephone,213,-1,0,other,14-may
59,retired,married,tertiary,-892,1,0,unknown,129,-1,0,other,13-may
30,blue-collar,single,secondary,2380,0,0,cellular,95,-1,0,other,21-nov
36,management,married,tertiary,1604,1,0,unknown,47,-1,0,other,11-jun
45,admin.,divorced,primary,429,1,0,cellular,147,181,1,success,22-apr
53,technician,divorced,primary,-834,1,1,cellular,130,-1,0,other,8-jul
24,technician,married,secondary,556,1,0,cellular,278,94,4,success,8-feb
36,technician,divorced,tertiary,1174,1,0,cellular,192,-1,0,other,18-nov
29,admin.,married,secondary,943,1,0,unknown,355,-1,0,other,4-jun
56,entrepreneur,divorced,primary,3,0,0,unknown,111,-1,0,other,20-jun
58,management,married,tertiary,230,1,0,telephone,339,-1,0,other,30-jul
48,technician,married,secondary,340,1,0,cellular,255,-1,0,other,28-jan
41,management,married,tertiary,666,1,0,cellular,106,183,3,failure,20-nov
53,blue-collar,married,secondary,2047,0,0,telephone,342,-1,0,other,30-jul
51,entrepreneur,divorced,tertiary,2109,0,0,cellular,119,181,2,success,12-apr
36,technician,married,tertiary,629,1,1,cellular,109,246,1,failure,29-dec
45,blue-collar,married,primary,114,1,0,cellular,77,-1,0,other,29-jul
30,management,married,tertiary,8089,1,0,cellular,232,294,2,failure,18-mar
25,student,single,tertiary,1189,0,0,cellular,110,183,1,success,3-dec
38,management,single,tertiary,8,1,0,cellular,219,-1,0,other,28-jul
26,blue-collar,single,primary,535,1,0,unknown,21,-1,0,other,9-jun
28,admin.,single,secondary,157,0,0,cellular,155,-1,0,other,27-may
32,blue-collar,single,secondary,1721,1,0,unknown,650,-1,0,other,21-may
36,blue-collar,divorced,secondary,421,1,0,cellular,34,360,4,other,15-may
54,retired,divorced,secondary,451,0,1,cellular,42,280,5,failure,18-may
68,retired,single,tertiary,2144,0,0,cellular,277,184,2,success,22-oct
31,blue-collar,single,secondary,19,1,0,unknown,178,-1,0,other,19-may
33,management,single,tertiary,1097,0,1,cellular,308,-1,0,other,6-aug
60,services,married,secondary,4428,0,0,cellular,125,96,6,failure,9-nov
34,management,single,tertiary,3635,1,0,unknown,68,-1,0,other,27-may
37,services,single,secondary,1050,1,0,cellular,586,-1,0,other,3-feb
60,retired,married,secondary,1853,0,0,cellular,408,-1,0,other,11-aug
64,management,married,secondary,1646,0,0,cellular,68,-1,0,other,12-aug
46,technician,married,tertiary,157,0,0,unknown,150,-1,0,other,26-jun
36,services,married,secondary,878,1,0,cellular,108,-1,0,other,20-apr
44,admin.,married,secondary,-372,1,0,unknown,172,-1,0,other,5-may
54,technician,single,secondary,23,0,0,cellular,93,-1,0,other,30-jul
29,blue-collar,single,secondary,0,1,0,cellular,16,253,1,failure,5-feb
53,technician,single,secondary,0,0,0,cellular,134,-1,0,other,4-aug
55,blue-collar,married,primary,0,1,1,unknown,467,-1,0,other,12-may
59,services,married,primary,196,1,0,telephone,205,-1,0,other,20-apr
52,services,married,secondary,517,1,0,unknown,180,-1,0,other,17-jun
58,retired,divorced,primary,2538,1,0,cellular,680,111,6,failure,19-nov
51,technician,married,secondary,-396,1,0,cellular,179,-1,0,other,29-jul
39,services,divorced,secondary,5873,0,0,cellular,280,344,2,failure,17-apr
35,management,divorced,tertiary,3751,1,0,cellular,210,124,2,failure,18-aug
52,management,divorced,tertiary,0,1,1,cellular,278,-1,0,other,30-jul
36,management,married,tertiary,86,1,0,cellular,104,380,3,failure,3-sep
51,blue-collar,married,primary,3170,1,0,unknown,51,-1,0,other,29-may
44,management,married,tertiary,423,0,0,cellular,136,83,5,success,3-jun
31,admin.,single,tertiary,4129,0,0,cellular,105,182,1,failure,2-mar
45,blue-collar,divorced,primary,8,0,1,unknown,407,-1,0,other,4-jul
28,admin.,married,secondary,0,1,1,cellular,546,-1,0,other,14-jul
25,entrepreneur,single,primary,-65,1,0,unknown,129,-1,0,other,28-may
58,technician,married,secondary,8153,1,0,unknown,134,-1,0,other,21-may
61,retired,married,tertiary,3140,1,1,cellular,975,98,1,other,6-aug
35,blue-collar,married,primary,602,1,0,cellular,467,-1,0,other,14-may
58,blue-collar,married,primary,2547,0,0,unknown,174,-1,0,other,15-may
51,technician,married,secondary,117,0,0,cellular,442,-1,0,other,18-feb
31,management,single,tertiary,3981,1,0,cellular,286,-1,0,other,18-jul
39,management,married,tertiary,272,1,0,cellular,85,325,1,other,9-apr
60,technician,married,secondary,478,0,0,cellular,139,171,5,failure,29-jan
32,management,married,tertiary,0,0,0,cellular,15,-1,0,other,28-aug
60,technician,divorced,primary,-85,0,1,telephone,58,-1,0,other,8-jul
32,blue-collar,single,secondary,1721,1,0,cellular,184,182,2,failure,19-nov
41,management,married,tertiary,526,1,0,cellular,229,268,4,failure,15-may
30,blue-collar,married,secondary,913,1,1,cellular,433,-1,0,other,19-nov
24,student,single,tertiary,603,1,0,cellular,157,-1,0,other,12-may
74,retired,married,secondary,935,0,0,cellular,226,99,2,failure,5-may
35,management,married,tertiary,1801,0,0,cellular,53,-1,0,other,20-nov
39,services,married,secondary,823,1,1,cellular,780,-1,0,other,28-jul
29,blue-collar,single,secondary,391,1,0,cellular,166,-1,0,other,18-may
33,technician,single,secondary,291,0,0,cellular,72,-1,0,other,25-aug
27,technician,single,secondary,78,1,1,cellular,5,-1,0,other,18-may
57,housemaid,divorced,tertiary,3767,0,0,cellular,19,-1,0,other,2-feb
37,blue-collar,married,secondary,1059,1,0,cellular,94,-1,0,other,11-jul
55,blue-collar,married,secondary,1569,1,0,cellular,156,-1,0,other,8-may
49,management,married,tertiary,629,0,0,cellular,431,-1,0,other,19-aug
38,blue-collar,married,secondary,205,1,0,unknown,170,-1,0,other,3-jun
40,management,single,tertiary,-222,1,0,cellular,291,337,1,failure,8-may
30,self-employed,single,primary,163,0,0,cellular,224,-1,0,other,9-feb
55,unemployed,married,tertiary,5345,0,0,unknown,278,-1,0,other,6-may
51,blue-collar,married,secondary,0,1,0,cellular,8,-1,0,other,21-nov
26,blue-collar,married,secondary,145,0,0,cellular,309,-1,0,other,29-jan
42,blue-collar,married,secondary,117,1,0,unknown,147,-1,0,other,9-may
32,admin.,married,secondary,0,1,0,cellular,151,-1,0,other,24-jul
35,technician,married,tertiary,7050,0,0,cellular,222,182,4,success,11-aug
50,services,single,secondary,1716,1,0,cellular,272,-1,0,other,7-apr
35,management,single,tertiary,66,0,0,cellular,213,-1,0,other,31-jul
29,student,single,secondary,510,1,0,unknown,25,-1,0,other,9-may
42,blue-collar,married,primary,869,1,1,cellular,718,-1,0,other,11-may
30,management,single,tertiary,0,0,0,cellular,135,-1,0,other,29-aug
37,management,single,tertiary,8066,0,0,telephone,57,-1,0,other,13-aug
31,blue-collar,divorced,secondary,15187,0,0,cellular,127,-1,0,other,12-jun
35,blue-collar,married,secondary,-151,1,0,cellular,96,-1,0,other,5-feb
27,admin.,single,secondary,292,1,0,cellular,53,362,8,other,12-may
34,technician,married,secondary,656,1,0,cellular,10,372,1,other,15-may
49,technician,married,secondary,3144,0,0,cellular,349,-1,0,other,31-jul
51,self-employed,married,tertiary,150,0,0,unknown,146,-1,0,other,9-jun
34,technician,single,tertiary,122,0,0,unknown,73,-1,0,other,27-may
49,services,married,primary,1830,1,0,cellular,136,-1,0,other,15-feb
30,entrepreneur,single,primary,2816,1,0,cellular,71,-1,0,other,21-nov
29,blue-collar,married,primary,-303,1,1,unknown,298,-1,0,other,4-jun
26,management,single,tertiary,390,0,0,cellular,325,-1,0,other,7-aug
47,management,divorced,tertiary,94,1,0,cellular,9,-1,0,other,31-jul
39,blue-collar,married,primary,1014,0,0,cellular,261,-1,0,other,30-jul
31,technician,single,secondary,845,1,0,cellular,168,-1,0,other,22-oct
38,blue-collar,married,primary,-537,1,0,unknown,171,-1,0,other,2-jun
54,unemployed,divorced,secondary,1664,0,0,cellular,257,-1,0,other,2-jun
37,blue-collar,married,primary,310,1,0,unknown,474,-1,0,other,7-may
59,retired,divorced,primary,681,0,1,unknown,376,-1,0,other,18-jun
33,management,single,tertiary,0,0,0,unknown,30,-1,0,other,3-jun
38,management,married,tertiary,0,1,0,cellular,571,-1,0,other,30-apr
30,management,single,tertiary,414,0,0,cellular,635,-1,0,other,18-nov
30,blue-collar,single,primary,253,1,0,cellular,259,-1,0,other,5-may
58,admin.,married,secondary,1686,0,0,cellular,110,-1,0,other,4-aug
47,management,divorced,tertiary,8226,1,0,cellular,137,-1,0,other,30-jul
28,management,single,secondary,1861,0,0,cellular,43,-1,0,other,29-jan
26,student,married,secondary,289,0,0,cellular,220,-1,0,other,29-jan
28,technician,single,tertiary,172,1,1,cellular,100,60,2,failure,3-apr
30,management,single,tertiary,685,0,0,cellular,299,-1,0,other,5-aug
27,unemployed,single,primary,9,0,1,cellular,919,-1,0,other,9-jul
53,admin.,married,secondary,3703,1,0,cellular,104,267,1,failure,16-apr
41,technician,married,secondary,1838,1,0,cellular,135,-1,0,other,15-jul
43,unemployed,single,tertiary,408,0,0,cellular,568,-1,0,other,14-jul
32,technician,married,secondary,0,1,0,cellular,143,-1,0,other,18-aug
59,retired,married,secondary,0,0,0,cellular,247,-1,0,other,18-jul
45,unemployed,married,secondary,1603,0,0,unknown,164,-1,0,other,9-jun
44,admin.,married,primary,-92,0,1,cellular,526,-1,0,other,28-jul
39,admin.,divorced,tertiary,1176,0,0,cellular,327,-1,0,other,22-feb
27,technician,married,secondary,2183,1,1,unknown,857,-1,0,other,21-may
58,services,married,secondary,307,0,0,telephone,282,-1,0,other,25-mar
37,blue-collar,married,secondary,563,1,0,telephone,27,-1,0,other,10-jul
38,services,married,secondary,2600,0,0,unknown,27,-1,0,other,5-jun
32,blue-collar,single,secondary,1402,1,0,cellular,343,295,5,other,7-may
56,admin.,married,secondary,6005,1,0,unknown,44,-1,0,other,19-jun
30,blue-collar,married,primary,1317,1,0,unknown,395,-1,0,other,21-may
47,technician,single,secondary,361,0,0,unknown,123,-1,0,other,9-jun
32,admin.,single,secondary,287,0,0,unknown,465,-1,0,other,15-may
25,entrepreneur,married,tertiary,38,1,0,cellular,278,-1,0,other,22-jul
33,blue-collar,divorced,primary,-53,1,0,unknown,369,-1,0,other,26-may
40,services,married,secondary,-345,1,0,cellular,39,-1,0,other,24-jul
53,self-employed,married,tertiary,4397,1,0,unknown,252,-1,0,other,12-jun
35,technician,married,tertiary,629,1,1,cellular,77,-1,0,other,27-apr
38,services,single,secondary,91,0,0,cellular,207,-1,0,other,2-mar
32,housemaid,married,tertiary,357,1,0,cellular,133,77,2,failure,3-feb
33,services,single,secondary,-56,0,1,cellular,119,-1,0,other,10-jul
36,blue-collar,married,secondary,-2,0,0,unknown,316,-1,0,other,2-jun
59,blue-collar,married,primary,699,0,0,cellular,88,-1,0,other,27-aug
33,management,married,tertiary,1808,0,0,cellular,250,-1,0,other,28-dec
35,management,married,tertiary,1473,1,0,cellular,17,322,4,other,20-apr
27,admin.,married,secondary,953,1,0,unknown,340,-1,0,other,26-may
32,services,married,secondary,387,1,0,cellular,340,-1,0,other,20-nov
66,unemployed,single,primary,1323,0,0,telephone,207,-1,0,other,10-feb
44,technician,divorced,secondary,14,0,0,cellular,167,92,1,success,13-nov
42,blue-collar,single,secondary,583,0,0,cellular,567,-1,0,other,28-jan
39,housemaid,married,primary,-106,1,1,cellular,1114,-1,0,other,11-may
27,technician,married,tertiary,10451,1,0,cellular,45,-1,0,other,2-feb
39,blue-collar,married,primary,541,1,0,cellular,361,258,1,other,2-feb
34,technician,single,tertiary,23919,0,0,cellular,384,-1,0,other,12-aug
34,self-employed,divorced,tertiary,5722,1,0,cellular,157,-1,0,other,18-nov
34,technician,single,secondary,2085,0,0,cellular,356,182,2,success,10-aug
53,unemployed,married,secondary,7,0,0,cellular,68,-1,0,other,30-jan
29,blue-collar,single,tertiary,98,0,0,cellular,170,-1,0,other,10-aug
47,technician,divorced,secondary,-81,1,0,cellular,262,-1,0,other,21-nov
42,admin.,married,secondary,4209,1,0,unknown,57,-1,0,other,5-jun
35,blue-collar,divorced,secondary,164,1,0,cellular,11,364,13,failure,18-may
33,entrepreneur,married,secondary,5809,1,0,cellular,219,-1,0,other,22-aug
50,housemaid,divorced,secondary,0,0,0,telephone,43,105,2,failure,13-aug
38,blue-collar,married,secondary,-388,1,0,unknown,412,-1,0,other,9-may
45,technician,single,tertiary,302,1,0,cellular,22,154,4,failure,21-nov
30,blue-collar,married,primary,837,1,0,cellular,190,-1,0,other,15-apr
32,management,married,tertiary,1232,0,0,cellular,97,-1,0,other,25-aug
28,management,single,secondary,1633,0,0,cellular,275,-1,0,other,5-jun
55,blue-collar,married,primary,771,0,0,cellular,98,-1,0,other,29-aug
26,blue-collar,single,secondary,0,1,0,cellular,340,-1,0,other,6-may
39,technician,divorced,secondary,1333,1,1,cellular,585,246,1,failure,29-jan
55,retired,married,secondary,1279,1,0,cellular,446,357,8,other,13-may
48,management,married,tertiary,2460,0,0,cellular,106,-1,0,other,27-aug
37,admin.,married,secondary,6127,1,0,cellular,1038,-1,0,other,17-apr
28,services,single,secondary,525,0,0,cellular,81,-1,0,other,23-jul
39,housemaid,married,secondary,-146,1,1,cellular,239,-1,0,other,20-aug
41,services,divorced,secondary,5766,1,1,cellular,243,169,3,failure,5-may
42,technician,married,secondary,55,1,0,cellular,291,-1,0,other,21-jul
47,blue-collar,married,primary,185,0,0,cellular,116,-1,0,other,15-jul
35,blue-collar,married,secondary,499,1,0,unknown,328,-1,0,other,20-may
40,blue-collar,married,secondary,316,1,0,unknown,266,-1,0,other,7-may
36,technician,single,secondary,9068,1,0,unknown,98,-1,0,other,23-may
46,blue-collar,married,secondary,922,1,0,telephone,296,-1,0,other,18-nov
38,services,married,secondary,-433,1,0,cellular,111,-1,0,other,21-jul
25,blue-collar,single,secondary,171,1,0,cellular,178,359,2,failure,15-may
41,management,married,secondary,1471,1,0,cellular,233,-1,0,other,18-nov
26,management,single,tertiary,-630,1,1,unknown,192,-1,0,other,3-jun
60,retired,married,secondary,8332,0,0,cellular,279,194,7,other,16-mar
46,management,married,tertiary,523,1,0,cellular,105,366,2,failure,6-may
23,services,single,secondary,496,1,0,unknown,430,-1,0,other,15-may
36,unemployed,married,tertiary,39385,0,0,cellular,120,-1,0,other,1-oct
41,self-employed,divorced,tertiary,-319,0,0,unknown,263,-1,0,other,20-jun
37,housemaid,divorced,secondary,37,0,0,unknown,155,-1,0,other,18-jun
50,blue-collar,married,primary,0,1,0,cellular,131,364,2,failure,13-may
28,self-employed,single,tertiary,805,0,0,cellular,331,-1,0,other,16-feb
44,blue-collar,single,secondary,184,1,0,cellular,196,-1,0,other,11-may
25,services,single,secondary,3856,1,0,unknown,16,-1,0,other,20-jun
44,technician,married,secondary,566,1,1,cellular,467,-1,0,other,17-apr
57,retired,married,tertiary,815,0,0,cellular,385,-1,0,other,8-aug
38,blue-collar,married,primary,-42,1,0,cellular,87,-1,0,other,14-may
33,technician,married,secondary,4790,1,0,cellular,137,272,2,failure,20-apr
55,retired,married,secondary,0,0,0,cellular,636,-1,0,other,29-jan
37,technician,married,secondary,0,1,0,cellular,173,179,6,failure,18-nov
35,services,married,secondary,142,1,0,cellular,315,196,4,failure,20-nov
79,retired,married,primary,3025,0,0,cellular,166,126,3,other,11-dec
35,blue-collar,married,primary,0,1,0,cellular,359,-1,0,other,30-jul
40,blue-collar,married,secondary,-839,1,1,cellular,1018,-1,0,other,16-jul
30,blue-collar,married,secondary,399,0,1,cellular,282,-1,0,other,20-nov
36,admin.,single,secondary,2556,1,0,cellular,342,-1,0,other,13-apr
30,management,single,tertiary,78,1,0,unknown,73,-1,0,other,15-may
36,blue-collar,married,secondary,3935,1,1,unknown,220,-1,0,other,27-may
29,entrepreneur,married,secondary,5918,1,0,cellular,103,-1,0,other,13-may
44,entrepreneur,married,tertiary,3689,1,0,unknown,134,-1,0,other,16-may
30,services,single,secondary,631,1,0,cellular,98,-1,0,other,18-may
47,blue-collar,divorced,secondary,-4,1,0,cellular,77,-1,0,other,16-jul
51,entrepreneur,married,secondary,653,1,0,cellular,16,112,37,other,20-nov
44,housemaid,married,primary,241,1,0,telephone,164,-1,0,other,14-jul
78,retired,married,secondary,220,0,0,cellular,220,-1,0,other,4-aug
58,retired,married,secondary,2553,0,0,cellular,366,-1,0,other,14-aug
57,retired,married,tertiary,3571,0,0,unknown,708,-1,0,other,13-may
30,management,married,tertiary,1077,0,0,cellular,151,96,1,failure,15-mar
37,services,single,secondary,54,1,0,cellular,328,131,1,failure,18-nov
34,management,married,secondary,879,1,0,cellular,712,344,1,failure,17-apr
32,blue-collar,married,secondary,3144,1,0,unknown,348,-1,0,other,23-may
42,entrepreneur,single,tertiary,231,0,0,unknown,241,-1,0,other,17-jun
42,technician,single,secondary,275,0,0,cellular,31,-1,0,other,26-aug
25,student,single,secondary,1868,0,0,cellular,259,103,2,other,26-oct
42,admin.,divorced,secondary,490,1,0,cellular,203,188,1,failure,8-feb
19,student,single,secondary,55,0,0,telephone,89,193,1,other,6-oct
37,management,married,tertiary,727,0,0,cellular,176,-1,0,other,21-aug
32,management,single,tertiary,728,1,0,unknown,125,-1,0,other,21-may
40,blue-collar,married,secondary,1100,1,0,unknown,660,-1,0,other,29-may
24,blue-collar,single,secondary,27,1,0,cellular,404,338,2,failure,6-may
34,blue-collar,married,secondary,-436,1,0,unknown,317,-1,0,other,26-may
59,management,divorced,primary,13308,1,0,unknown,131,-1,0,other,13-may
